   Date      Time       WNDDIR  WSPD_AVG  WSPD_MAX   AMBIENT    RELHUM     BAROM  RAINFALL   DEW_PNT    X-WIND     SOLAR      OVAL  GNEAGLES       VDA  Straight
  mm/dd/yy  hh:mm:ss       Deg     M/Sec     M/Sec     Deg_C         %      mBar        cm     Deg_C     M/Sec   Wts/M^2     Deg_C     Deg_C     Deg_C     Deg_C
  10-13-21  01:32:24       299       1.0       1.1       9.4     41.30    960.61    0.0000      -3.2       1.0      -1.3      16.4      11.4      13.8      13.3
  10-13-21  01:33:00       304       0.8       1.0       9.4     41.40    960.61    0.0000      -3.2       0.8      -2.0      16.4      11.4      13.8      13.3
  10-13-21  01:33:36       302       0.8       1.0       9.4     41.60    960.61    0.0000      -3.1       0.8       0.4      16.4      11.4      13.8      13.3
  10-13-21  01:34:13       305       1.0       1.3       9.4     41.80    960.61    0.0000      -3.1       1.0      -1.7      16.4      11.4      13.8      13.3
  10-13-21  01:34:50       308       0.9       1.3       9.4     41.80    960.61    0.0000      -3.1       0.9      -0.0      16.4      11.4      13.8      13.2
  10-13-21  01:35:26       305       1.2       1.6       9.4     41.80    960.61    0.0000      -3.1       1.2      -0.0      16.4      11.4      13.8      13.2
  10-13-21  01:36:02       316       1.4       1.7       9.4     41.70    960.61    0.0000      -3.1       1.3       1.1      16.4      11.4      13.8      13.2
  10-13-21  01:36:39       327       1.2       1.6       9.4     41.80    960.61    0.0000      -3.1       1.0       2.4      16.4      11.4      13.8      13.2
  10-13-21  01:37:09       325       1.2       1.5       9.4     41.80    960.61    0.0000      -3.1       1.1       1.7      16.4      11.4      13.8      13.2
  10-13-21  01:37:46       325       1.4       1.7       9.3     41.90    960.61    0.0000      -3.1       1.3       0.2      16.4      11.4      13.8      13.2
  10-13-21  01:38:17       322       1.5       1.7       9.3     41.90    960.61    0.0000      -3.1       1.4       0.6      16.4      11.4      13.8      13.2
  10-13-21  01:38:47       309       1.4       1.8       9.3     42.10    960.61    0.0000      -3.1       1.4       1.1      16.4      11.4      13.8      13.2
  10-13-21  01:39:25       309       1.2       1.7       9.3     42.10    960.61    0.0000      -3.1       1.1      -2.3      16.4      11.3      13.7      13.2
